Customer_ID,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST-000028,1,98.40882722138336,593,1,1,4,2.0,At-Risk
CUST-000029,1,40.798959610701544,212,4,1,2,2.3333333333333335,Other
CUST-000030,1,38.96364987599154,390,2,1,2,1.6666666666666667,At-Risk
CUST-000031,1,12.755180365072874,405,2,1,1,1.3333333333333333,At-Risk
CUST-000032,1,20.359011215123488,273,3,1,2,2.0,Other
CUST-000033,1,9.995364998623694,667,1,1,1,1.0,Lost
CUST-000034,1,62.71139284023193,273,3,1,3,2.3333333333333335,Other
CUST-000035,1,236.82101816356885,170,4,1,5,3.3333333333333335,Other
CUST-000036,1,93.40907794099982,363,2,1,4,2.3333333333333335,At-Risk
CUST-000037,1,57.162893679064375,589,1,1,3,1.6666666666666667,At-Risk
CUST-000039,3,156.08193477005256,2,5,5,4,4.666666666666667,Champions
CUST-000040,1,38.142564496964205,507,2,1,2,1.6666666666666667,At-Risk
CUST-000041,2,197.32431632690322,7,5,4,5,4.666666666666667,Champions
CUST-000042,1,98.03467286210594,608,1,1,4,2.0,At-Risk
CUST-000043,1,47.57347110429687,698,1,1,3,1.6666666666666667,At-Risk
CUST-000044,1,112.77177469030968,159,4,1,4,3.0,Other
CUST-000045,2,107.31254257780643,235,3,4,4,3.6666666666666665,Potential Loyalists
CUST-000046,1,334.27267896711186,139,4,1,5,3.3333333333333335,Other
CUST-000047,1,7.872778858150962,139,4,1,1,2.0,Other
CUST-000049,1,11.739438376396343,171,4,1,1,2.0,Other
CUST-000050,2,31.73483921001497,604,1,4,2,2.3333333333333335,Other
CUST-000051,1,3.6979796914887766,571,1,1,1,1.0,Lost
CUST-000052,1,12.70461398584962,582,1,1,1,1.0,Lost
CUST-000053,2,56.4588696481862,193,4,4,3,3.6666666666666665,Potential Loyalists
CUST-000054,2,683.2086834225107,413,2,4,5,3.6666666666666665,Other
CUST-000055,2,87.16171159325731,202,4,4,4,4.0,Champions
CUST-000056,2,98.38551572982176,331,3,4,4,3.6666666666666665,Potential Loyalists
CUST-000057,1,80.83326140636446,431,2,1,4,2.3333333333333335,At-Risk
CUST-000058,1,109.5438871623136,12,5,1,4,3.3333333333333335,Other
CUST-000059,1,4.860564208704249,240,3,1,1,1.6666666666666667,Other
CUST-000060,1,88.3488333055054,480,2,1,4,2.3333333333333335,At-Risk
CUST-000061,3,63.78686995275852,67,5,5,3,4.333333333333333,Potential Loyalists
CUST-000062,1,5.206453189150208,297,3,1,1,1.6666666666666667,Other
CUST-000063,2,82.3054897514745,366,2,4,4,3.3333333333333335,Other
CUST-000064,1,184.64677474115865,151,4,1,5,3.3333333333333335,Other
CUST-000065,1,131.94127103955603,720,1,1,4,2.0,At-Risk
CUST-000066,1,11.142752817398826,415,2,1,1,1.3333333333333333,At-Risk
CUST-000067,1,33.7249107477343,197,4,1,2,2.3333333333333335,Other
CUST-000068,2,14720.672728962347,181,4,4,5,4.333333333333333,Champions
CUST-000069,1,5141.90256495795,660,1,1,5,2.3333333333333335,At-Risk
CUST-000070,1,187.01486816957615,672,1,1,5,2.3333333333333335,At-Risk
CUST-000071,1,30.97096200390349,230,3,1,2,2.0,Other
CUST-000072,2,116.35279423505409,146,4,4,4,4.0,Champions
CUST-000073,2,183.26229928047695,115,4,4,5,4.333333333333333,Champions
CUST-000074,1,10.431330697144924,521,1,1,1,1.0,Lost
CUST-000075,2,489.55263979795745,172,4,4,5,4.333333333333333,Champions
CUST-000076,2,65.6836385604691,478,2,4,3,3.0,Other
CUST-000077,1,115.374831367864,51,5,1,4,3.3333333333333335,Other
CUST-000078,2,13.514163912727213,548,1,4,1,2.0,Other
CUST-000079,2,119.36105169941438,77,5,4,4,4.333333333333333,Champions
CUST-000080,1,24.08539018501051,610,1,1,2,1.3333333333333333,At-Risk
CUST-000081,1,180.6461187301883,455,2,1,5,2.6666666666666665,At-Risk
CUST-000082,1,47.238824250789015,69,5,1,3,3.0,Other
CUST-000083,2,22.11758163229015,687,1,4,2,2.3333333333333335,Other
CUST-000084,1,35.944802417129914,284,3,1,2,2.0,Other
CUST-000085,1,10.670156054804592,362,2,1,1,1.3333333333333333,At-Risk
CUST-000087,2,38.72399867508941,555,1,4,2,2.3333333333333335,Other
CUST-000088,1,32.184420321575146,260,3,1,2,2.0,Other
CUST-000090,3,51.48336084245906,192,4,5,3,4.0,Potential Loyalists
CUST-000091,2,6567.154640887675,630,1,4,5,3.3333333333333335,Other
CUST-000092,1,33.80887801642183,647,1,1,2,1.3333333333333333,At-Risk
CUST-000093,1,356.07940205353174,289,3,1,5,3.0,Other
CUST-000095,2,92.05023881355726,488,2,4,4,3.3333333333333335,Other
CUST-000096,1,13.8591497958166,486,2,1,1,1.3333333333333333,At-Risk
CUST-000097,1,254.08987411475113,641,1,1,5,2.3333333333333335,At-Risk
CUST-000098,2,46.81112513343799,73,5,4,3,4.0,Potential Loyalists
CUST-000099,2,36.74024814802992,188,4,4,2,3.3333333333333335,Other
CUST-000100,1,75.93043921785869,309,3,1,3,2.3333333333333335,Other
CUST-000101,1,6.618596262587785,39,5,1,1,2.3333333333333335,Other
CUST-000102,1,39.56917209928898,428,2,1,2,1.6666666666666667,At-Risk
CUST-000103,1,13313.483728419078,485,2,1,5,2.6666666666666665,At-Risk
CUST-000104,1,77.04086080372562,412,2,1,3,2.0,At-Risk
CUST-000105,1,33.641785443373955,331,3,1,2,2.0,Other
CUST-000106,3,197.01153240157677,380,2,5,5,4.0,Other
CUST-000107,1,22.275936715175483,724,1,1,2,1.3333333333333333,At-Risk
CUST-000108,1,11.96551951199319,408,2,1,1,1.3333333333333333,At-Risk
CUST-000109,1,17.035656464530913,567,1,1,1,1.0,Lost
CUST-000110,1,42.77568321051693,96,5,1,3,3.0,Other
CUST-000111,1,62.49892515070519,542,1,1,3,1.6666666666666667,At-Risk
CUST-000112,1,131.90902015571965,71,5,1,4,3.3333333333333335,Other
CUST-000113,2,60.410830668481275,385,2,4,3,3.0,Other
CUST-000114,1,49.65141024438149,458,2,1,3,2.0,At-Risk
CUST-000115,1,39.905201158137096,310,3,1,2,2.0,Other
CUST-000116,2,162.71491119747196,50,5,4,5,4.666666666666667,Champions
CUST-000117,2,528.1059091324644,60,5,4,5,4.666666666666667,Champions
CUST-000118,2,251.89307410919633,142,4,4,5,4.333333333333333,Champions
CUST-000119,1,7.968049658072833,463,2,1,1,1.3333333333333333,At-Risk
CUST-000120,1,6.239844679182299,398,2,1,1,1.3333333333333333,At-Risk
CUST-000121,1,58.47403762720917,461,2,1,3,2.0,At-Risk
CUST-000122,1,502.43885136549613,313,3,1,5,3.0,Other
CUST-000123,1,9.441898315517967,723,1,1,1,1.0,Lost
CUST-000124,1,111.71915790272368,40,5,1,4,3.3333333333333335,Other
CUST-000125,2,153.17388696606196,294,3,4,4,3.6666666666666665,Potential Loyalists
CUST-000126,3,156.93658324207442,163,4,5,4,4.333333333333333,Champions
CUST-000127,2,35.442360046649995,192,4,4,2,3.3333333333333335,Other
CUST-000128,1,132.11068561638515,480,2,1,4,2.3333333333333335,At-Risk
CUST-000129,2,40.35380949916075,148,4,4,2,3.3333333333333335,Other
CUST-000130,2,365.411858366995,548,1,4,5,3.3333333333333335,Other
CUST-000131,1,88.15589162765839,612,1,1,4,2.0,At-Risk
CUST-000133,1,19.368960507711034,637,1,1,2,1.3333333333333333,At-Risk
CUST-000134,2,74.20329144759059,303,3,4,3,3.3333333333333335,Potential Loyalists
CUST-000135,1,397.80543363292554,459,2,1,5,2.6666666666666665,At-Risk
CUST-000136,1,173.8638723349653,310,3,1,5,3.0,Other
CUST-000137,2,40.487010644951276,167,4,4,2,3.3333333333333335,Other
CUST-000138,2,10113.23290021333,24,5,4,5,4.666666666666667,Champions
CUST-000139,2,109.72248506371372,639,1,4,4,3.0,Other
CUST-000140,2,105.44652930505816,220,4,4,4,4.0,Champions
CUST-000141,3,119.89572810787152,140,4,5,4,4.333333333333333,Champions
CUST-000142,1,31.467386298861957,644,1,1,2,1.3333333333333333,At-Risk
CUST-000143,2,609.0473837689964,8,5,4,5,4.666666666666667,Champions
CUST-000144,2,86.75731640725897,87,5,4,4,4.333333333333333,Champions
CUST-000145,1,44.46187563941737,218,4,1,3,2.6666666666666665,Other
CUST-000146,3,44.343527709257394,180,4,5,3,4.0,Potential Loyalists
CUST-000147,2,53.66259951032622,362,2,4,3,3.0,Other
CUST-000148,2,32.98589315031856,160,4,4,2,3.3333333333333335,Other
CUST-000149,2,10939.496504277735,143,4,4,5,4.333333333333333,Champions
CUST-000150,1,10.57203420414803,596,1,1,1,1.0,Lost
CUST-000151,1,37.46338073054339,538,1,1,2,1.3333333333333333,At-Risk
CUST-000152,1,5.281933196659051,498,2,1,1,1.3333333333333333,At-Risk
CUST-000153,2,36.209055027406976,167,4,4,2,3.3333333333333335,Other
CUST-000154,2,168.29012059381787,416,2,4,5,3.6666666666666665,Other
CUST-000155,2,9.359616688877146,507,2,4,1,2.3333333333333335,Other
CUST-000156,2,82.35444655965128,414,2,4,4,3.3333333333333335,Other
CUST-000157,1,220.87074344683597,146,4,1,5,3.3333333333333335,Other
CUST-000158,1,54.559881711576,619,1,1,3,1.6666666666666667,At-Risk
CUST-000159,2,217.33451279669333,260,3,4,5,4.0,Potential Loyalists
CUST-000160,2,19.329851096350765,17,5,4,2,3.6666666666666665,Other
CUST-000161,2,57.740954789054726,262,3,4,3,3.3333333333333335,Potential Loyalists
CUST-000162,3,233.67178400573346,221,3,5,5,4.333333333333333,Potential Loyalists
CUST-000163,2,54.855655334127526,53,5,4,3,4.0,Potential Loyalists
CUST-000164,2,65.0206984936626,216,4,4,3,3.6666666666666665,Potential Loyalists
CUST-000165,1,39.89226200342488,111,4,1,2,2.3333333333333335,Other
CUST-000166,3,118.89227269882838,155,4,5,4,4.333333333333333,Champions
CUST-000167,2,54.33878095311226,119,4,4,3,3.6666666666666665,Potential Loyalists
CUST-000168,1,291.89895578629745,612,1,1,5,2.3333333333333335,At-Risk
CUST-000169,1,5.331298568628343,436,2,1,1,1.3333333333333333,At-Risk
CUST-000170,1,30.119513855685017,379,2,1,2,1.6666666666666667,At-Risk
CUST-000171,1,535.1198392907152,426,2,1,5,2.6666666666666665,At-Risk
CUST-000172,2,47.48872182212981,117,4,4,3,3.6666666666666665,Potential Loyalists
CUST-000173,1,18.3924501477267,275,3,1,1,1.6666666666666667,Other
CUST-000174,1,40.28541874300393,689,1,1,2,1.3333333333333333,At-Risk
CUST-000175,2,30.881689506966577,5,5,4,2,3.6666666666666665,Other
CUST-000176,1,44.009426182150456,272,3,1,3,2.3333333333333335,Other
CUST-000178,1,82.84748251573032,452,2,1,4,2.3333333333333335,At-Risk
CUST-000179,1,5.97628469609273,391,2,1,1,1.3333333333333333,At-Risk
CUST-000180,1,82.85675182904083,74,5,1,4,3.3333333333333335,Other
CUST-000181,1,27.189065143352774,96,5,1,2,2.6666666666666665,Other
CUST-000182,1,268.43346524572354,376,2,1,5,2.6666666666666665,At-Risk
CUST-000183,3,262.7690906930257,248,3,5,5,4.333333333333333,Potential Loyalists
CUST-000184,2,105.38984447435357,429,2,4,4,3.3333333333333335,Other
CUST-000185,1,26.58760030399044,490,2,1,2,1.6666666666666667,At-Risk
CUST-000186,1,5.755863005605783,175,4,1,1,2.0,Other
CUST-000187,2,175.34243653839312,52,5,4,5,4.666666666666667,Champions
CUST-000188,2,165.489544709094,248,3,4,5,4.0,Potential Loyalists
CUST-000189,1,1664.279228750471,74,5,1,5,3.6666666666666665,Other
CUST-000190,2,129.1427765057204,313,3,4,4,3.6666666666666665,Potential Loyalists
CUST-000191,2,104.07603524011306,145,4,4,4,4.0,Champions
CUST-000192,3,216.64366694045557,30,5,5,5,5.0,Champions
CUST-000193,2,71.36035899215909,159,4,4,3,3.6666666666666665,Potential Loyalists
CUST-000194,2,95.12572132825255,371,2,4,4,3.3333333333333335,Other
CUST-000195,2,50.78480065016762,57,5,4,3,4.0,Potential Loyalists
CUST-000196,2,123.55482348622303,102,5,4,4,4.333333333333333,Champions
CUST-000197,1,39.25149307944483,564,1,1,2,1.3333333333333333,At-Risk
CUST-000198,2,184.00342878720045,14,5,4,5,4.666666666666667,Champions
CUST-000199,1,52.669147481716585,448,2,1,3,2.0,At-Risk
CUST-000200,1,120.26402091865852,30,5,1,4,3.3333333333333335,Other
CUST-000201,1,279.09250421461553,311,3,1,5,3.0,Other
CUST-000202,3,64.16663007838424,198,4,5,3,4.0,Potential Loyalists
CUST-000203,2,110.54995926567737,531,1,4,4,3.0,Other
CUST-000204,2,11963.193490753887,550,1,4,5,3.3333333333333335,Other
CUST-000205,3,8577.458709100069,222,3,5,5,4.333333333333333,Potential Loyalists
CUST-000206,2,386.6353192474615,291,3,4,5,4.0,Potential Loyalists
CUST-000207,3,158.36280552470944,48,5,5,4,4.666666666666667,Champions
CUST-000208,2,398.0766601485757,511,2,4,5,3.6666666666666665,Other
CUST-000209,1,146.55126991090933,332,3,1,4,2.6666666666666665,Other
CUST-000210,1,59.01225537610321,109,4,1,3,2.6666666666666665,Other
CUST-000211,1,21.464438360460463,609,1,1,2,1.3333333333333333,At-Risk
CUST-000212,1,198.65468963642124,137,4,1,5,3.3333333333333335,Other
CUST-000213,1,13236.899099967472,701,1,1,5,2.3333333333333335,At-Risk
CUST-000214,2,515.9099037449399,51,5,4,5,4.666666666666667,Champions
CUST-000215,1,4.1004015091991155,670,1,1,1,1.0,Lost
CUST-000216,2,53.53027328064603,452,2,4,3,3.0,Other
CUST-000217,1,23.817196049039776,399,2,1,2,1.6666666666666667,At-Risk
CUST-000218,1,11.052982681471631,380,2,1,1,1.3333333333333333,At-Risk
CUST-000219,1,27.001695890702777,337,3,1,2,2.0,Other
CUST-000220,1,76.5792244308196,642,1,1,3,1.6666666666666667,At-Risk
CUST-000221,1,9.33046152458823,612,1,1,1,1.0,Lost
CUST-000222,1,33.21984308878908,473,2,1,2,1.6666666666666667,At-Risk
CUST-000223,1,8.480225575935325,600,1,1,1,1.0,Lost
CUST-000224,1,8.475562599848745,623,1,1,1,1.0,Lost
CUST-000225,3,195.845650828194,9,5,5,5,5.0,Champions
CUST-000226,2,275.74442024934393,271,3,4,5,4.0,Potential Loyalists
CUST-000227,4,251.01278144770657,275,3,5,5,4.333333333333333,Potential Loyalists
CUST-000229,1,5.592870096452576,716,1,1,1,1.0,Lost
CUST-000231,1,17.58072651850019,203,4,1,1,2.0,Other
CUST-000232,1,7.582289649176619,329,3,1,1,1.6666666666666667,Other
CUST-000233,3,92.42653446831905,73,5,5,4,4.666666666666667,Champions
CUST-000234,1,108.41504520176412,208,4,1,4,3.0,Other
CUST-000235,3,98.86464851057556,119,4,5,4,4.333333333333333,Champions
CUST-000236,2,96.13855316686586,411,2,4,4,3.3333333333333335,Other
CUST-000237,2,59.56443166368133,413,2,4,3,3.0,Other
CUST-000238,1,24.729199122835436,384,2,1,2,1.6666666666666667,At-Risk
CUST-000239,2,57.10979154432554,105,5,4,3,4.0,Potential Loyalists
CUST-000240,1,4.339675806949797,486,2,1,1,1.3333333333333333,At-Risk
CUST-000241,1,20.811748770893097,493,2,1,2,1.6666666666666667,At-Risk
CUST-000242,1,44.5439877703684,25,5,1,3,3.0,Other
CUST-000243,2,116.88337450962442,98,5,4,4,4.333333333333333,Champions
CUST-000244,1,32.24122310747307,274,3,1,2,2.0,Other
CUST-000245,2,162.72627162289075,222,3,4,5,4.0,Potential Loyalists
CUST-000246,1,11.821677936652833,506,2,1,1,1.3333333333333333,At-Risk
CUST-000247,1,71.0629167193868,140,4,1,3,2.6666666666666665,Other
CUST-000248,1,21.99193436798703,549,1,1,2,1.3333333333333333,At-Risk
CUST-000249,1,111.5460103517682,614,1,1,4,2.0,At-Risk
CUST-000250,4,668.6027360376952,51,5,5,5,5.0,Champions
CUST-000251,1,56.92351829601191,408,2,1,3,2.0,At-Risk
CUST-000252,1,216.50557753696333,184,4,1,5,3.3333333333333335,Other
CUST-000253,1,8.666009952916307,593,1,1,1,1.0,Lost
CUST-000254,1,160.79795154832496,261,3,1,5,3.0,Other
CUST-000255,1,9.634944659373655,667,1,1,1,1.0,Lost
CUST-000256,1,96.29925623744096,265,3,1,4,2.6666666666666665,Other
CUST-000257,1,40.021508172169426,518,2,1,2,1.6666666666666667,At-Risk
CUST-000258,1,4.799704279724167,189,4,1,1,2.0,Other
CUST-000259,2,57.44356358292242,186,4,4,3,3.6666666666666665,Potential Loyalists
CUST-000261,2,316.9898619625421,327,3,4,5,4.0,Potential Loyalists
CUST-000262,1,54.84664521578218,57,5,1,3,3.0,Other
CUST-000263,3,130.96746191587857,44,5,5,4,4.666666666666667,Champions
CUST-000264,1,90.69232869563956,699,1,1,4,2.0,At-Risk
CUST-000265,3,333.103581818003,159,4,5,5,4.666666666666667,Champions
CUST-000266,1,95.54806979035914,495,2,1,4,2.3333333333333335,At-Risk
CUST-000267,1,48.01742366835184,30,5,1,3,3.0,Other
CUST-000268,1,6.438383766183687,376,2,1,1,1.3333333333333333,At-Risk
CUST-000269,2,57.137726606703794,147,4,4,3,3.6666666666666665,Potential Loyalists
CUST-000270,3,208.65631078797185,163,4,5,5,4.666666666666667,Champions
CUST-000271,3,168.76711990039067,195,4,5,5,4.666666666666667,Champions
CUST-000272,2,63.68612923484645,100,5,4,3,4.0,Potential Loyalists
CUST-000273,2,108.9664597428081,398,2,4,4,3.3333333333333335,Other
CUST-000274,1,55.20390088817023,611,1,1,3,1.6666666666666667,At-Risk
CUST-000275,1,112.0310516337976,142,4,1,4,3.0,Other
CUST-000276,1,4.083239968374003,724,1,1,1,1.0,Lost
CUST-000277,2,163.1742069264709,425,2,4,5,3.6666666666666665,Other
CUST-000278,4,11929.409835488324,227,3,5,5,4.333333333333333,Potential Loyalists
CUST-000279,2,77.00064310952637,322,3,4,3,3.3333333333333335,Potential Loyalists
CUST-000280,2,36.107591836274224,595,1,4,2,2.3333333333333335,Other
CUST-000281,1,9253.414118168215,387,2,1,5,2.6666666666666665,At-Risk
CUST-000282,2,92.71014089715152,290,3,4,4,3.6666666666666665,Potential Loyalists
CUST-000283,2,49.015335586716986,214,4,4,3,3.6666666666666665,Potential Loyalists
CUST-000284,1,41.649798220643405,330,3,1,3,2.3333333333333335,Other
CUST-000285,1,50.84616411551138,458,2,1,3,2.0,At-Risk
CUST-000286,3,357.5512922191693,294,3,5,5,4.333333333333333,Potential Loyalists
CUST-000287,1,9.87308439516262,88,5,1,1,2.3333333333333335,Other
CUST-000288,2,172.26331463849073,459,2,4,5,3.6666666666666665,Other
CUST-000289,1,313.18354660642706,390,2,1,5,2.6666666666666665,At-Risk
CUST-000290,2,114.40352546477075,68,5,4,4,4.333333333333333,Champions
CUST-000291,1,7.548722823384542,387,2,1,1,1.3333333333333333,At-Risk
CUST-000292,1,75.64117067564861,3,5,1,3,3.0,Other
CUST-000293,1,36.275281658451654,423,2,1,2,1.6666666666666667,At-Risk
CUST-000294,1,104.12526252913996,213,4,1,4,3.0,Other
CUST-000295,3,157.19896700534713,102,5,5,4,4.666666666666667,Champions
CUST-000296,1,89.5129324302804,435,2,1,4,2.3333333333333335,At-Risk
CUST-000297,1,441.71446019006805,164,4,1,5,3.3333333333333335,Other
CUST-000298,2,54.51235526484891,276,3,4,3,3.3333333333333335,Potential Loyalists
CUST-000299,2,23.691775497914,116,4,4,2,3.3333333333333335,Other
CUST-000300,1,5.427495303150366,127,4,1,1,2.0,Other
CUST-000301,1,76.06714701867014,47,5,1,3,3.0,Other
CUST-000302,3,227.63478115639703,155,4,5,5,4.666666666666667,Champions
CUST-000303,3,192.376948085827,242,3,5,5,4.333333333333333,Potential Loyalists
CUST-000304,1,2.437859334650055,715,1,1,1,1.0,Lost
CUST-000305,1,42.88335396627211,59,5,1,3,3.0,Other
CUST-000306,1,90.27126024088012,310,3,1,4,2.6666666666666665,Other
CUST-000307,2,21.53160125185216,262,3,4,2,3.0,Other
CUST-000308,3,28.76932973805582,249,3,5,2,3.3333333333333335,Other
CUST-000309,1,40.21519842849262,103,5,1,2,2.6666666666666665,Other
CUST-000310,1,56.94858861975052,483,2,1,3,2.0,At-Risk
CUST-000311,2,142.6168339029718,135,4,4,4,4.0,Champions
CUST-000312,1,11.853016220682411,651,1,1,1,1.0,Lost
CUST-000313,1,58.116148050128984,350,3,1,3,2.3333333333333335,Other
CUST-000314,1,72.33011927785296,65,5,1,3,3.0,Other
CUST-000315,1,11.632043621599095,4,5,1,1,2.3333333333333335,Other
CUST-000316,1,142.01328796055526,304,3,1,4,2.6666666666666665,Other
CUST-000317,1,5759.841580655252,74,5,1,5,3.6666666666666665,Other
CUST-000318,2,38.07853496339963,507,2,4,2,2.6666666666666665,Other
CUST-000319,1,92.4961698055333,680,1,1,4,2.0,At-Risk
CUST-000320,1,7.055267972563758,698,1,1,1,1.0,Lost
CUST-000321,2,14.159021197203657,165,4,4,1,3.0,Other
CUST-000322,1,14.778845921755646,530,1,1,1,1.0,Lost
CUST-000323,1,73.48137144215052,258,3,1,3,2.3333333333333335,Other
CUST-000324,1,11.85289183466303,532,1,1,1,1.0,Lost
CUST-000325,1,182.75162166013473,251,3,1,5,3.0,Other
CUST-000326,2,72.28956193937866,188,4,4,3,3.6666666666666665,Potential Loyalists
CUST-000327,1,6.553653363501668,107,4,1,1,2.0,Other
CUST-000328,1,128.63747641206575,533,1,1,4,2.0,At-Risk
CUST-000329,1,8214.898795792307,608,1,1,5,2.3333333333333335,At-Risk
CUST-000330,2,68.32356933442212,295,3,4,3,3.3333333333333335,Potential Loyalists
CUST-000331,1,340.15612718485005,703,1,1,5,2.3333333333333335,At-Risk
CUST-000332,2,291.4968113601143,427,2,4,5,3.6666666666666665,Other
CUST-000333,1,76.32960161294578,669,1,1,3,1.6666666666666667,At-Risk
CUST-000334,1,160.2636719524202,436,2,1,4,2.3333333333333335,At-Risk
CUST-000335,1,26.38615488772603,265,3,1,2,2.0,Other
CUST-000336,1,22.390241648335483,674,1,1,2,1.3333333333333333,At-Risk
CUST-000337,2,129.9321398584306,60,5,4,4,4.333333333333333,Champions
CUST-000338,1,23.247702278814984,0,5,1,2,2.6666666666666665,Other
CUST-000339,2,8972.252106369631,411,2,4,5,3.6666666666666665,Other
CUST-000340,1,79.89626720473613,692,1,1,3,1.6666666666666667,At-Risk
CUST-000341,4,92.9774354173797,97,5,5,4,4.666666666666667,Champions
CUST-000342,2,70.52097925760403,333,3,4,3,3.3333333333333335,Potential Loyalists
CUST-000343,2,146.55801574927662,627,1,4,4,3.0,Other
CUST-000344,1,232.8532378301067,183,4,1,5,3.3333333333333335,Other
CUST-000345,1,52.77716638043108,716,1,1,3,1.6666666666666667,At-Risk
CUST-000346,2,67.82660058812394,231,3,4,3,3.3333333333333335,Potential Loyalists
CUST-000349,2,195.2772999813821,397,2,4,5,3.6666666666666665,Other
CUST-000350,1,80.58382915790342,697,1,1,4,2.0,At-Risk
CUST-000351,1,21.80758174826757,251,3,1,2,2.0,Other
CUST-000352,1,2.739106502185194,305,3,1,1,1.6666666666666667,Other
CUST-000353,2,16.826682325473477,244,3,4,1,2.6666666666666665,Other
CUST-000354,1,39.83694054479793,160,4,1,2,2.3333333333333335,Other
CUST-000355,1,5.038938813862561,485,2,1,1,1.3333333333333333,At-Risk
CUST-000356,1,11.04538128335494,574,1,1,1,1.0,Lost
CUST-000357,1,10.465845369622144,22,5,1,1,2.3333333333333335,Other
CUST-000358,1,34.81686116191459,265,3,1,2,2.0,Other
CUST-000359,2,155.9779210721588,309,3,4,4,3.6666666666666665,Potential Loyalists
CUST-000360,2,45.26889623401407,110,4,4,3,3.6666666666666665,Potential Loyalists
CUST-000361,1,32.278083134641584,540,1,1,2,1.3333333333333333,At-Risk
CUST-000362,1,48.00438615004615,323,3,1,3,2.3333333333333335,Other
CUST-000363,2,177.91827531537987,243,3,4,5,4.0,Potential Loyalists
CUST-000364,1,24.001057799450756,653,1,1,2,1.3333333333333333,At-Risk
CUST-000365,3,99.89455953842496,66,5,5,4,4.666666666666667,Champions
CUST-000366,3,108.51365871771722,458,2,5,4,3.6666666666666665,Other
CUST-000367,1,61.486698378065334,345,3,1,3,2.3333333333333335,Other
CUST-000368,1,52.34282874459495,592,1,1,3,1.6666666666666667,At-Risk
CUST-000369,1,73.54610972454236,599,1,1,3,1.6666666666666667,At-Risk
CUST-000370,2,124.82502834964563,300,3,4,4,3.6666666666666665,Potential Loyalists
CUST-000371,2,393.0443740634385,249,3,4,5,4.0,Potential Loyalists
CUST-000372,2,219.98730195343208,277,3,4,5,4.0,Potential Loyalists
CUST-000373,1,14.858896796695037,603,1,1,1,1.0,Lost
CUST-000374,1,42.19384086303289,165,4,1,3,2.6666666666666665,Other
CUST-000375,2,127.86466818233433,228,3,4,4,3.6666666666666665,Potential Loyalists
CUST-000376,2,20.392157083514068,348,3,4,2,3.0,Other
CUST-000377,1,2.23063381859803,390,2,1,1,1.3333333333333333,At-Risk
CUST-000378,1,10.105124017624464,11,5,1,1,2.3333333333333335,Other
CUST-000379,1,24.22606308129956,162,4,1,2,2.3333333333333335,Other
CUST-000380,1,74.07842479698745,337,3,1,3,2.3333333333333335,Other
CUST-000381,1,8.993553616408102,449,2,1,1,1.3333333333333333,At-Risk
CUST-000382,1,11.111720774634142,533,1,1,1,1.0,Lost
CUST-000383,2,24.796844688098783,374,2,4,2,2.6666666666666665,Other
CUST-000384,2,38.894132022250616,543,1,4,2,2.3333333333333335,Other
CUST-000385,2,21.78178680976504,710,1,4,2,2.3333333333333335,Other
CUST-000386,1,4.96274289807152,583,1,1,1,1.0,Lost
CUST-000387,2,483.96006814852933,19,5,4,5,4.666666666666667,Champions
CUST-000388,1,31.416117985137955,106,5,1,2,2.6666666666666665,Other
