Order_ID,Customer_ID,Transaction_Date,Transaction_Amount,Product_Category,Country
ORD-00084,CUST-011740,2022-09-03,66.10958036336741,Fashion,UK
ORD-00085,CUST-006737,2022-12-11,82.71792066566947,Sports,UK
ORD-00086,CUST-003046,2023-04-29,7.199213832838619,Fashion,UK
ORD-00088,CUST-012371,2023-07-15,13345.987409690511,Sports,France
ORD-00089,CUST-008926,2022-10-11,72.29183163090627,Sports,UK
ORD-00090,CUST-010261,2022-02-07,24.196525355645655,Electronics,UK
ORD-00091,CUST-011990,2022-02-01,54.50838687828744,Fashion,USA
ORD-00092,CUST-001847,2022-08-31,14.551353739943782,Beauty,France
ORD-00093,CUST-010699,2023-07-07,126.01926776898144,Fashion,USA
ORD-00094,CUST-010199,2022-10-19,125.95341010764494,Home & Kitchen,USA
ORD-00095,CUST-004319,2023-09-07,38.286107353673394,Electronics,France
ORD-00098,CUST-010711,2023-01-17,6.537509532515899,Books,UK
ORD-00099,CUST-003247,2023-08-22,21.0747218831159,Sports,UK
ORD-00100,CUST-012092,2023-08-01,29.8181702721312,Beauty,USA
ORD-00101,CUST-000955,2022-05-18,118.52844771451784,Books,UK
ORD-00102,CUST-007610,2022-07-19,100.17446348615168,Home & Kitchen,UK
ORD-00103,CUST-005771,2022-12-01,41.33871483285002,Books,UK
ORD-00104,CUST-003364,2023-08-28,138.19238123209732,Beauty,Germany
ORD-00105,CUST-009065,2023-03-23,10.674060922145877,Fashion,UK
ORD-00107,CUST-000299,2022-10-05,12.826143421826066,Electronics,UK
ORD-00108,CUST-007656,2023-06-16,146.58910020038095,Fashion,France
ORD-00109,CUST-008281,2023-02-03,32.58930745116989,Electronics,Germany
ORD-00110,CUST-002354,2023-01-26,3.0103489074961693,Beauty,France
ORD-00111,CUST-003758,2023-08-25,79.53431763139308,Electronics,UK
ORD-00112,CUST-004532,2023-07-16,87.48391180747915,Fashion,UK
ORD-00113,CUST-007738,2022-01-10,19.146193721922383,Home & Kitchen,UK
ORD-00114,CUST-003968,2023-08-14,21.21033379183248,Sports,Germany
ORD-00115,CUST-008363,2023-07-03,27.345327248863317,Books,France
ORD-00116,CUST-008440,2022-02-28,3.2864824374082473,Fashion,Germany
ORD-00117,CUST-000407,2022-03-29,1.9392982722120171,Fashion,USA
ORD-00118,CUST-003364,2023-04-04,157.89823855556492,Electronics,Germany
ORD-00119,CUST-009070,2022-04-14,12.31870450926128,Books,UK
ORD-00120,CUST-006231,2022-04-14,306.8370827020502,Sports,USA
ORD-00121,CUST-011153,2022-09-11,171.4826613279905,Sports,France
ORD-00122,CUST-008787,2022-12-01,217.15999306965065,Fashion,Germany
ORD-00123,CUST-008509,2023-04-08,15.174877387919558,Beauty,France
ORD-00124,CUST-008252,2023-07-03,4.806256831663809,Home & Kitchen,France
ORD-00125,CUST-007257,2022-10-28,8.986659789270153,Home & Kitchen,USA
ORD-00126,CUST-010513,2023-10-16,19.380246533654372,Fashion,Germany
ORD-00127,CUST-006275,2023-07-09,1.9196143770463832,Beauty,France
ORD-00129,CUST-001531,2022-12-07,25.997135710878556,Beauty,UK
ORD-00130,CUST-006897,2023-05-07,7.00549495090551,Books,UK
ORD-00131,CUST-005434,2022-03-25,9.50119786874996,Home & Kitchen,Germany
ORD-00132,CUST-010035,2022-09-16,25.413531657351353,Books,UK
ORD-00133,CUST-009422,2022-12-26,50.7820963277839,Beauty,Germany
ORD-00134,CUST-002153,2022-03-28,12748.224123179056,Home & Kitchen,France
ORD-00135,CUST-007000,2023-03-04,47.02611715348544,Beauty,Germany
ORD-00136,CUST-008637,2023-01-02,39.02549730592151,Sports,Germany
ORD-00138,CUST-004247,2022-12-13,15.14367648922678,Beauty,France
ORD-00139,CUST-004690,2022-04-06,6.685523283530828,Beauty,Germany
ORD-00140,CUST-008477,2022-09-12,253.59598131323995,Books,Germany
ORD-00141,CUST-006461,2022-05-16,70.55320455608097,Sports,France
ORD-00142,CUST-006393,2022-09-05,110.70599389844844,Fashion,France
ORD-00143,CUST-011038,2023-05-14,29.9534460545102,Sports,France
ORD-00144,CUST-002892,2023-05-01,27.19870792150571,Books,UK
ORD-00145,CUST-004346,2023-02-06,59.667746625076695,Home & Kitchen,Germany
ORD-00146,CUST-010489,2023-08-27,3.66333516393767,Fashion,France
ORD-00147,CUST-011252,2023-02-16,8.692215341596189,Beauty,Germany
ORD-00148,CUST-010528,2023-03-24,12.7135727894646,Beauty,UK
ORD-00149,CUST-001665,2022-09-04,19.192513727056085,Sports,UK
ORD-00150,CUST-004613,2023-11-30,11.523232151655698,Home & Kitchen,Germany
ORD-00151,CUST-001809,2023-02-25,49.37126379092243,Electronics,UK
ORD-00152,CUST-007006,2022-05-04,36.51549464588609,Books,France
ORD-00153,CUST-006701,2022-09-17,176.16791940276408,Books,USA
ORD-00154,CUST-009521,2022-06-18,644.5233095089391,Beauty,France
ORD-00156,CUST-003422,2022-10-17,39.518394883632126,Home & Kitchen,France
ORD-00157,CUST-002886,2023-08-22,39.43410511163638,Fashion,UK
ORD-00158,CUST-002065,2022-01-13,32.55602060201664,Beauty,UK
ORD-00159,CUST-001073,2022-09-20,9.008877813312008,Sports,France
ORD-00160,CUST-003902,2022-01-23,11.016157571816224,Electronics,UK
ORD-00161,CUST-010660,2022-07-19,44.18947923084292,Beauty,UK
ORD-00162,CUST-004480,2022-08-30,10.650213213812393,Fashion,France
ORD-00163,CUST-003048,2022-08-27,40.089977547441194,Fashion,USA
ORD-00164,CUST-000270,2022-10-30,24.652054861738012,Electronics,Germany
ORD-00165,CUST-000197,2022-06-14,39.25149307944483,Beauty,Germany
ORD-00167,CUST-007713,2022-01-29,40.00334560740612,Fashion,UK
ORD-00168,CUST-010405,2023-11-08,11.505864936311436,Beauty,UK
ORD-00169,CUST-006411,2023-06-19,40.15852434810547,Books,Germany
ORD-00170,CUST-002790,2022-10-21,165.21957502044484,Sports,France
ORD-00172,CUST-004835,2023-01-18,6692.496493102558,Sports,Germany
ORD-00173,CUST-010263,2023-07-10,88.29185146809071,Home & Kitchen,USA
ORD-00174,CUST-010670,2023-11-23,6.145560717589122,Fashion,Germany
ORD-00175,CUST-006208,2022-10-23,260.52683998752883,Home & Kitchen,France
ORD-00176,CUST-003229,2023-10-13,9.330531769228768,Electronics,Germany
ORD-00177,CUST-004772,2022-11-30,95.1631889990158,Electronics,UK
ORD-00178,CUST-003699,2022-09-05,81.14940685628571,Sports,France
ORD-00179,CUST-009063,2022-08-29,11.216662166223028,Electronics,USA
ORD-00180,CUST-005952,2022-04-16,111.1258523638058,Sports,France
ORD-00181,CUST-001513,2023-11-16,60.18212129175917,Books,Germany
ORD-00182,CUST-012513,2023-07-15,319.8891000177854,Books,USA
ORD-00183,CUST-003057,2022-05-03,41.76482598238379,Sports,Germany
ORD-00184,CUST-011121,2022-02-04,29.07120025537067,Sports,UK
ORD-00185,CUST-011662,2023-09-10,17.855024737258006,Sports,USA
ORD-00186,CUST-006978,2023-02-20,4.087664068002135,Beauty,Germany
ORD-00187,CUST-008924,2023-12-09,22.604000916163,Beauty,UK
ORD-00188,CUST-007098,2023-09-13,23.78183197776608,Home & Kitchen,UK
ORD-00189,CUST-009424,2023-09-29,45.3527048683894,Beauty,UK
ORD-00190,CUST-002241,2022-11-23,6.00310158765559,Beauty,UK
ORD-00191,CUST-006050,2022-10-22,24.85814204529263,Books,UK
ORD-00192,CUST-002975,2023-03-08,66.12200991151002,Home & Kitchen,UK
ORD-00193,CUST-004673,2022-12-13,74.48603145750533,Home & Kitchen,UK
ORD-00194,CUST-010907,2022-02-06,3.554526240296685,Home & Kitchen,UK
ORD-00195,CUST-012715,2023-12-01,77.29953425270821,Books,France
ORD-00196,CUST-004392,2023-05-27,24.633598511809733,Books,Germany
ORD-00197,CUST-008230,2023-06-19,26.52232807244119,Home & Kitchen,UK
ORD-00198,CUST-002995,2023-12-07,1.939793562194081,Fashion,France
ORD-00199,CUST-001343,2023-10-26,198.79723686758257,Home & Kitchen,France
ORD-00200,CUST-011502,2022-01-18,40.94209134150429,Fashion,UK
ORD-00201,CUST-008282,2022-01-27,5.271144376246869,Books,UK
ORD-00203,CUST-012354,2022-01-29,50.06760183834923,Books,UK
ORD-00204,CUST-012614,2023-10-13,143.6030625762821,Books,Germany
ORD-00206,CUST-010193,2023-09-27,33.59560593678346,Home & Kitchen,UK
ORD-00207,CUST-009630,2023-10-02,15.311905142513725,Sports,UK
ORD-00208,CUST-004893,2022-04-27,67.86621472931293,Fashion,UK
ORD-00209,CUST-012573,2022-05-12,12.933380307658071,Home & Kitchen,UK
ORD-00210,CUST-011581,2022-10-16,11.34085145281835,Home & Kitchen,Germany
ORD-00211,CUST-010908,2023-12-19,30.527959074136277,Sports,UK
ORD-00212,CUST-003962,2022-08-24,7.60619825243625,Books,USA
ORD-00213,CUST-012641,2022-02-11,226.45753915434508,Sports,UK
ORD-00214,CUST-004227,2022-06-09,334.5278294575999,Beauty,France
ORD-00215,CUST-012486,2023-11-22,19.21501294086519,Sports,Germany
ORD-00216,CUST-006457,2022-05-05,6.27194172764113,Books,UK
ORD-00217,CUST-001063,2022-09-17,49.5960129626542,Electronics,USA
ORD-00218,CUST-006971,2022-10-03,18.568692775072453,Sports,USA
ORD-00219,CUST-011819,2022-08-01,135.58752314035482,Sports,UK
ORD-00220,CUST-006286,2023-04-18,12.87675934492898,Beauty,USA
ORD-00221,CUST-008895,2023-12-03,63.65105290132554,Books,UK
ORD-00222,CUST-007555,2023-07-24,37.969845577323426,Fashion,UK
ORD-00223,CUST-004449,2023-03-07,14.709391793063723,Fashion,UK
ORD-00224,CUST-012603,2023-12-16,44.170616996571574,Sports,UK
ORD-00225,CUST-011510,2022-03-21,95.03441319556624,Fashion,UK
ORD-00226,CUST-002035,2022-08-16,36.75294001497535,Home & Kitchen,UK
ORD-00227,CUST-008120,2022-04-05,37.21610501682475,Sports,France
ORD-00228,CUST-000492,2023-02-28,11.619211437222358,Sports,UK
ORD-00229,CUST-003101,2023-05-31,130.71844788872852,Sports,USA
ORD-00230,CUST-001743,2022-06-14,115.98442255522096,Home & Kitchen,USA
ORD-00231,CUST-011868,2023-03-02,20.233284048612312,Fashion,France
ORD-00232,CUST-001885,2022-02-11,28.527081056589992,Sports,UK
ORD-00233,CUST-003553,2023-02-07,180.74095300017564,Books,Germany
ORD-00234,CUST-011102,2023-12-25,8.49701575958447,Sports,France
ORD-00235,CUST-004832,2023-02-20,68.38449171649587,Fashion,USA
ORD-00236,CUST-000286,2022-10-27,16.939759166049384,Electronics,Germany
ORD-00237,CUST-004325,2022-02-24,279.69324585631745,Electronics,UK
ORD-00238,CUST-008034,2022-12-02,35.73519560415046,Electronics,Germany
ORD-00239,CUST-003641,2023-03-06,150.27308743862633,Books,Germany
ORD-00240,CUST-005306,2023-11-16,13.281966087486232,Books,UK
ORD-00241,CUST-008232,2022-11-30,7.402113601193392,Electronics,Germany
ORD-00242,CUST-000969,2023-02-10,25.00032066431811,Home & Kitchen,Germany
ORD-00243,CUST-002158,2022-01-30,45.38674715451089,Home & Kitchen,Germany
ORD-00244,CUST-007795,2023-06-19,17.941598972849917,Electronics,Germany
ORD-00245,CUST-003809,2023-06-01,82.26690591220641,Electronics,UK
ORD-00246,CUST-006025,2023-07-29,25.74024495483319,Fashion,France
ORD-00247,CUST-005697,2022-08-09,2.724474065169451,Home & Kitchen,France
ORD-00248,CUST-009347,2023-08-17,64.28808912888563,Fashion,UK
ORD-00249,CUST-005858,2023-05-09,7285.633916920774,Beauty,UK
ORD-00250,CUST-005411,2022-09-10,21.457691130913386,Fashion,UK
ORD-00251,CUST-002519,2023-07-18,213.525752124991,Electronics,France
ORD-00252,CUST-001450,2022-11-17,12571.81244588052,Fashion,UK
ORD-00253,CUST-012202,2022-02-08,16.60008603015666,Beauty,France
ORD-00254,CUST-000919,2023-04-10,66.24393786520831,Electronics,France
ORD-00255,CUST-012375,2023-02-15,17.069113657910158,Electronics,UK
ORD-00256,CUST-006276,2023-02-16,23.470690390970756,Sports,UK
ORD-00257,CUST-007479,2023-05-07,16.00769432760203,Home & Kitchen,USA
ORD-00258,CUST-002386,2023-03-14,4.181991562897853,Books,UK
ORD-00259,CUST-001711,2023-04-24,37.116672733207594,Beauty,USA
ORD-00260,CUST-006217,2022-03-13,46.79603440209416,Home & Kitchen,UK
ORD-00261,CUST-011771,2023-08-05,14.80252694357706,Books,Germany
ORD-00262,CUST-008881,2022-08-08,122.1622468868402,Sports,USA
ORD-00263,CUST-007605,2022-01-04,19.6230273120669,Books,Germany
ORD-00264,CUST-005727,2022-10-17,15.415073203404734,Home & Kitchen,UK
ORD-00265,CUST-002429,2023-01-15,62.29017705731383,Sports,UK
ORD-00266,CUST-000383,2022-12-21,5.200639568845378,Sports,UK
ORD-00267,CUST-006397,2022-03-21,98.29909671466145,Electronics,UK
ORD-00269,CUST-002467,2022-05-16,108.54266176314356,Fashion,France
ORD-00270,CUST-001948,2023-02-03,155.36180629607875,Sports,Germany
ORD-00271,CUST-012052,2023-12-04,71.39187953170213,Beauty,USA
ORD-00272,CUST-009927,2022-12-13,12.498792613537178,Beauty,France
ORD-00274,CUST-008713,2023-06-03,5.9245978067370935,Beauty,UK
ORD-00275,CUST-001428,2023-12-15,124.39883832544388,Books,France
ORD-00276,CUST-001805,2022-08-25,28.16950092981303,Home & Kitchen,UK
ORD-00277,CUST-012641,2022-03-20,16.134080670979323,Books,UK
ORD-00278,CUST-007186,2023-07-12,28.26152723701402,Electronics,UK
ORD-00279,CUST-006800,2023-11-03,121.1155987070558,Sports,UK
ORD-00280,CUST-004132,2022-04-25,84.30892593933312,Fashion,Germany
ORD-00281,CUST-005964,2023-04-07,56.04793949035935,Beauty,UK
ORD-00282,CUST-006949,2023-09-18,71.19789610624011,Electronics,UK
ORD-00283,CUST-001253,2022-05-06,41.10816759081361,Beauty,France
ORD-00284,CUST-002663,2023-08-25,47.585860498346584,Home & Kitchen,UK
ORD-00285,CUST-008446,2023-07-27,43.173646629534026,Sports,Germany
ORD-00287,CUST-004541,2022-04-12,81.78130404655691,Beauty,UK
ORD-00288,CUST-012788,2023-09-18,51.087432490471706,Home & Kitchen,USA
ORD-00289,CUST-006189,2022-06-23,11.50914529842025,Electronics,Germany
ORD-00290,CUST-011172,2023-03-28,62.46767747864761,Fashion,France
ORD-00292,CUST-001230,2023-11-26,68.97169221729119,Sports,France
ORD-00293,CUST-001637,2023-01-20,29.222872389429437,Books,UK
ORD-00294,CUST-001423,2022-07-24,87.71460126074737,Books,UK
ORD-00295,CUST-004010,2022-12-29,30.76290985900656,Home & Kitchen,UK
ORD-00296,CUST-002233,2023-12-08,78.93743872952126,Fashion,UK
ORD-00297,CUST-000346,2023-05-13,19.1486876041797,Beauty,France
ORD-00298,CUST-008475,2023-06-21,20.80711790379905,Electronics,Germany
ORD-00299,CUST-009111,2022-08-22,68.20125918841055,Sports,UK
ORD-00300,CUST-012423,2022-01-16,22.23954315336836,Home & Kitchen,UK
ORD-00301,CUST-002648,2022-05-21,467.2849457016832,Sports,UK
ORD-00302,CUST-005314,2023-09-12,65.3484671725987,Fashion,France
ORD-00303,CUST-010230,2023-02-24,34.120834611392084,Books,Germany
ORD-00304,CUST-002112,2023-04-01,88.57777078971762,Electronics,UK
ORD-00305,CUST-005537,2022-10-27,18.600407852419387,Books,France
ORD-00306,CUST-010008,2022-12-05,100.24505949026032,Electronics,USA
ORD-00307,CUST-000278,2022-10-30,96.95842321781186,Books,France
ORD-00308,CUST-002141,2023-08-15,149.04389640993037,Home & Kitchen,Germany
ORD-00309,CUST-005789,2022-03-17,19.511978565457103,Fashion,France
ORD-00310,CUST-009110,2023-09-16,7.634825590832064,Books,UK
ORD-00311,CUST-012526,2022-11-12,15.923793432327525,Books,Germany
ORD-00312,CUST-005571,2023-05-15,23.618808874934007,Books,Germany
ORD-00313,CUST-004973,2022-03-16,244.8519937907626,Sports,USA
ORD-00314,CUST-009725,2023-12-27,461.2842442859619,Books,UK
ORD-00316,CUST-012373,2023-06-30,33.49073152390398,Sports,USA
ORD-00318,CUST-000753,2023-11-09,89.0883363061546,Home & Kitchen,UK
ORD-00319,CUST-011328,2023-01-31,457.7383214977917,Home & Kitchen,France
ORD-00320,CUST-000874,2022-08-19,282.3143226185178,Fashion,France
ORD-00321,CUST-009241,2022-01-28,129.74512318891283,Beauty,Germany
ORD-00322,CUST-011799,2023-04-20,127.4804522727518,Beauty,France
ORD-00323,CUST-000537,2022-10-22,89.90664583589373,Home & Kitchen,UK
ORD-00324,CUST-008768,2023-03-03,31.28851900015401,Books,Germany
ORD-00325,CUST-006979,2022-04-01,13.68283507368376,Sports,UK
ORD-00326,CUST-005976,2022-04-25,32.29857439272641,Electronics,USA
ORD-00327,CUST-003120,2022-06-08,54.97109615038644,Beauty,Germany
ORD-00328,CUST-001009,2022-09-15,14753.947375265534,Home & Kitchen,UK
ORD-00329,CUST-002455,2023-01-08,27.562581903564613,Electronics,France
ORD-00330,CUST-001191,2022-03-31,12.291170689468704,Fashion,Germany
ORD-00332,CUST-008925,2022-01-31,17.12175568949431,Beauty,UK
ORD-00333,CUST-009479,2022-12-24,49.10026335232271,Fashion,UK
ORD-00334,CUST-000675,2023-04-15,14.295940966507995,Beauty,UK
ORD-00335,CUST-012589,2022-05-08,225.25637346337987,Electronics,Germany
ORD-00336,CUST-010439,2022-09-27,4.302050098428055,Books,UK
ORD-00337,CUST-000887,2023-05-13,58.616044275911136,Electronics,France
ORD-00338,CUST-005896,2023-02-17,7.151275968177315,Sports,UK
ORD-00339,CUST-011191,2022-07-28,17.971745306399626,Home & Kitchen,UK
ORD-00340,CUST-002362,2023-11-21,42.41169053594233,Books,UK
ORD-00341,CUST-004745,2022-11-02,44.98946888390832,Electronics,Germany
ORD-00342,CUST-011436,2022-07-10,43.60274945732256,Sports,UK
ORD-00343,CUST-005914,2022-12-23,39.72969802708841,Electronics,Germany
ORD-00344,CUST-005846,2023-04-02,15.329619711385636,Home & Kitchen,UK
ORD-00345,CUST-012382,2023-03-25,27.19779794970943,Fashion,France
ORD-00346,CUST-012869,2022-03-09,34.396706530884934,Electronics,France
ORD-00347,CUST-007715,2023-04-12,41.864259852360526,Sports,France
ORD-00348,CUST-009780,2022-12-26,30.605613279190745,Beauty,USA
ORD-00349,CUST-001838,2023-01-22,79.48024539469837,Beauty,France
ORD-00350,CUST-008554,2022-05-08,37.04244303165622,Electronics,France
ORD-00351,CUST-010312,2023-04-30,42.16502817126102,Beauty,UK
ORD-00352,CUST-003381,2022-09-01,20.922333606138345,Books,UK
ORD-00353,CUST-001461,2022-01-19,9.365846186267405,Sports,UK
ORD-00354,CUST-000342,2023-01-31,39.83853726788955,Fashion,Germany
ORD-00356,CUST-008347,2022-08-17,56.409268317664576,Electronics,UK
ORD-00357,CUST-002137,2023-01-03,12.416264551789224,Beauty,UK
ORD-00358,CUST-003182,2022-02-27,88.03091248053133,Books,Germany
ORD-00359,CUST-011505,2022-10-08,22.150487796128917,Electronics,USA
ORD-00360,CUST-010718,2023-07-11,78.06835402414598,Fashion,France
ORD-00361,CUST-001272,2022-04-12,21.273134001913192,Beauty,USA
ORD-00362,CUST-008952,2022-02-17,50.600817272470906,Electronics,Germany
ORD-00363,CUST-000844,2023-07-16,17.775181667853644,Beauty,USA
ORD-00365,CUST-005629,2022-02-28,5.055524266133654,Fashion,Germany
ORD-00366,CUST-008970,2022-06-10,61.22097031261784,Fashion,UK
ORD-00367,CUST-009242,2022-04-13,51.63519748675032,Electronics,UK
ORD-00368,CUST-009401,2023-02-16,55.24242680020093,Home & Kitchen,USA
ORD-00369,CUST-000860,2022-07-02,46.08081364038555,Fashion,Germany
ORD-00370,CUST-008578,2023-02-21,13.267268143071682,Sports,UK
ORD-00371,CUST-007955,2022-04-26,105.53884850311704,Books,UK
ORD-00372,CUST-005125,2023-02-03,108.9986132979132,Beauty,France
ORD-00373,CUST-005972,2023-11-07,12.859914133884407,Books,UK
ORD-00374,CUST-012708,2023-10-17,62.71174744257357,Home & Kitchen,UK
ORD-00375,CUST-010655,2023-03-13,94.63140734038991,Books,France
ORD-00376,CUST-000126,2022-11-14,18.8381123800614,Beauty,France
ORD-00377,CUST-008829,2023-08-29,23.21403779150225,Sports,UK
ORD-00378,CUST-000366,2022-09-07,62.86163805769213,Sports,UK
ORD-00380,CUST-004098,2023-05-12,8.969046163771086,Fashion,UK
ORD-00382,CUST-006332,2023-03-03,3.835962427285997,Sports,France
ORD-00383,CUST-005184,2022-08-28,121.74488259738274,Books,Germany
ORD-00384,CUST-012039,2022-02-28,3.0472569429116465,Fashion,UK
ORD-00385,CUST-006472,2023-06-11,49.98549163980709,Electronics,Germany
ORD-00386,CUST-007422,2022-07-22,87.70861031122551,Beauty,UK
ORD-00387,CUST-005198,2023-04-11,23.282100692028028,Sports,UK
ORD-00388,CUST-009357,2022-10-23,14.849390940836228,Home & Kitchen,Germany
ORD-00389,CUST-006412,2022-10-14,43.79023909714695,Books,France
ORD-00390,CUST-007890,2022-03-14,33.188372899520445,Sports,France
ORD-00391,CUST-008017,2023-12-27,110.41056590223604,Fashion,France
ORD-00392,CUST-004548,2023-06-07,1.4130841153133225,Home & Kitchen,UK
ORD-00393,CUST-010514,2022-12-03,10.996213965760148,Electronics,USA
ORD-00394,CUST-000236,2022-11-14,64.96783236453042,Home & Kitchen,UK
ORD-00395,CUST-006902,2022-07-22,35.182082436892706,Beauty,Germany
ORD-00396,CUST-005224,2022-08-19,81.64993236278191,Beauty,UK
ORD-00397,CUST-000420,2023-07-17,45.35062560422953,Books,Germany
ORD-00398,CUST-003988,2022-02-26,28.17163227968629,Home & Kitchen,USA
ORD-00400,CUST-006966,2023-02-24,539.1889246505926,Fashion,UK
